TE_Type	TE_id	chromosome	TE_strand	start	end	before_id	before_feature	before_strand	before_start	before_end	after_id	after_feature	after_strand	after_start	after_end	superset_id	superset_feature	superset_strand	superset_start	superset_end	subset_id	subset_feature	subset_strand	subset_start	subset_end	upstream_overlap	downstream_overlap	Down_TEstart-Geneend	Down_Genestart-TEend	Down_Geneend-TEend	Down_Genestart-TEstart	Up_TEstart-Geneend	Up_Genestart-TEend	Up_Geneend-TEend	Up_Genestart-TEstart
LTR_retrotransposon	Mands_v1_LTR_retrotransposon98	chr1	-	19297060	19302247	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	19121662	-19126898	-19126849	-19121711	19121662	-19126898	-19126849	-19121711
LTR_retrotransposon	Mands_v1_LTR_retrotransposon99	chr1	-	19714190	19718978	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	19538792	-19543629	-19543580	-19538841	19538792	-19543629	-19543580	-19538841
LTR_retrotransposon	Mands_v1_LTR_retrotransposon100	chr1	-	20005661	20013245	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	19830263	-19837896	-19837847	-19830312	19830263	-19837896	-19837847	-19830312
LTR_retrotransposon	Mands_v1_LTR_retrotransposon101	chr1	-	20026588	20031961	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	19851190	-19856612	-19856563	-19851239	19851190	-19856612	-19856563	-19851239
LTR_retrotransposon	Mands_v1_LTR_retrotransposon102	chr1	+	20108866	20113844	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	19933468	-19938495	-19938446	-19933517	19933468	-19938495	-19938446	-19933517
LTR_retrotransposon	Mands_v1_LTR_retrotransposon104	chr1	-	20291913	20302865	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20116515	-20127516	-20127467	-20116564	20116515	-20127516	-20127467	-20116564
LTR_retrotransposon	Mands_v1_LTR_retrotransposon105	chr1	+	20305020	20310029	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20129622	-20134680	-20134631	-20129671	20129622	-20134680	-20134631	-20129671
LTR_retrotransposon	Mands_v1_LTR_retrotransposon106	chr1	+	20620603	20631242	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20445205	-20455893	-20455844	-20445254	20445205	-20455893	-20455844	-20445254
LTR_retrotransposon	Mands_v1_LTR_retrotransposon107	chr1	-	21116711	21130197	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20941313	-20954848	-20954799	-20941362	20941313	-20954848	-20954799	-20941362
LTR_retrotransposon	Mands_v1_LTR_retrotransposon108	chr1	-	21488217	21493840	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	21312819	-21318491	-21318442	-21312868	21312819	-21318491	-21318442	-21312868
LTR_retrotransposon	Mands_v1_LTR_retrotransposon109	chr1	-	21494152	21506055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	21318754	-21330706	-21330657	-21318803	21318754	-21330706	-21330657	-21318803
LTR_retrotransposon	Mands_v1_LTR_retrotransposon110	chr1	-	21822237	21831271	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	21646839	-21655922	-21655873	-21646888	21646839	-21655922	-21655873	-21646888
LTR_retrotransposon	Mands_v1_LTR_retrotransposon111	chr1	+	21914971	21920028	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	21739573	-21744679	-21744630	-21739622	21739573	-21744679	-21744630	-21739622
LTR_retrotransposon	Mands_v1_LTR_retrotransposon112	chr1	-	22530490	22551105	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	22355092	-22375756	-22375707	-22355141	22355092	-22375756	-22375707	-22355141
LTR_retrotransposon	Mands_v1_LTR_retrotransposon114	chr1	+	23153280	23173237	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	22977882	-22997888	-22997839	-22977931	22977882	-22997888	-22997839	-22977931
LTR_retrotransposon	Mands_v1_LTR_retrotransposon115	chr1	-	23186104	23210737	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23010706	-23035388	-23035339	-23010755	23010706	-23035388	-23035339	-23010755
LTR_retrotransposon	Mands_v1_LTR_retrotransposon116	chr1	-	23273521	23278483	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23098123	-23103134	-23103085	-23098172	23098123	-23103134	-23103085	-23098172
LTR_retrotransposon	Mands_v1_LTR_retrotransposon117	chr1	-	23500962	23505856	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23325564	-23330507	-23330458	-23325613	23325564	-23330507	-23330458	-23325613
LTR_retrotransposon	Mands_v1_LTR_retrotransposon118	chr1	-	23537153	23550740	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23361755	-23375391	-23375342	-23361804	23361755	-23375391	-23375342	-23361804
LTR_retrotransposon	Mands_v1_LTR_retrotransposon120	chr1	-	23714689	23719461	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23539291	-23544112	-23544063	-23539340	23539291	-23544112	-23544063	-23539340
LTR_retrotransposon	Mands_v1_LTR_retrotransposon121	chr1	-	23723255	23741613	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23547857	-23566264	-23566215	-23547906	23547857	-23566264	-23566215	-23547906
LTR_retrotransposon	Mands_v1_LTR_retrotransposon122	chr1	+	24103865	24108612	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23928467	-23933263	-23933214	-23928516	23928467	-23933263	-23933214	-23928516
LTR_retrotransposon	Mands_v1_LTR_retrotransposon123	chr1	+	24134518	24156116	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23959120	-23980767	-23980718	-23959169	23959120	-23980767	-23980718	-23959169
LTR_retrotransposon	Mands_v1_LTR_retrotransposon124	chr1	+	24251133	24255540	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	24075735	-24080191	-24080142	-24075784	24075735	-24080191	-24080142	-24075784
LTR_retrotransposon	Mands_v1_LTR_retrotransposon125	chr1	+	24612294	24616658	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	24436896	-24441309	-24441260	-24436945	24436896	-24441309	-24441260	-24436945
LTR_retrotransposon	Mands_v1_LTR_retrotransposon127	chr1	-	24997699	25002427	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	24822301	-24827078	-24827029	-24822350	24822301	-24827078	-24827029	-24822350
LTR_retrotransposon	Mands_v1_LTR_retrotransposon128	chr1	+	25236383	25241215	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25060985	-25065866	-25065817	-25061034	25060985	-25065866	-25065817	-25061034
LTR_retrotransposon	Mands_v1_LTR_retrotransposon129	chr1	-	25406077	25412238	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25230679	-25236889	-25236840	-25230728	25230679	-25236889	-25236840	-25230728
LTR_retrotransposon	Mands_v1_LTR_retrotransposon130	chr1	-	25510545	25519416	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25335147	-25344067	-25344018	-25335196	25335147	-25344067	-25344018	-25335196
LTR_retrotransposon	Mands_v1_LTR_retrotransposon131	chr1	+	25561504	25566775	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25386106	-25391426	-25391377	-25386155	25386106	-25391426	-25391377	-25386155
LTR_retrotransposon	Mands_v1_LTR_retrotransposon132	chr1	-	25635982	25646720	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25460584	-25471371	-25471322	-25460633	25460584	-25471371	-25471322	-25460633
LTR_retrotransposon	Mands_v1_LTR_retrotransposon133	chr1	-	25710596	25723053	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25535198	-25547704	-25547655	-25535247	25535198	-25547704	-25547655	-25535247
LTR_retrotransposon	Mands_v1_LTR_retrotransposon134	chr1	+	25882493	25890848	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25707095	-25715499	-25715450	-25707144	25707095	-25715499	-25715450	-25707144
LTR_retrotransposon	Mands_v1_LTR_retrotransposon135	chr1	-	26117751	26122561	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25942353	-25947212	-25947163	-25942402	25942353	-25947212	-25947163	-25942402
LTR_retrotransposon	Mands_v1_LTR_retrotransposon137	chr1	+	26340082	26344859	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	26164684	-26169510	-26169461	-26164733	26164684	-26169510	-26169461	-26164733
LTR_retrotransposon	Mands_v1_LTR_retrotransposon138	chr1	-	26404544	26409495	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	26229146	-26234146	-26234097	-26229195	26229146	-26234146	-26234097	-26229195
LTR_retrotransposon	Mands_v1_LTR_retrotransposon139	chr1	+	26666553	26671377	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	26491155	-26496028	-26495979	-26491204	26491155	-26496028	-26495979	-26491204
LTR_retrotransposon	Mands_v1_LTR_retrotransposon140	chr1	+	27038844	27043639	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	26863446	-26868290	-26868241	-26863495	26863446	-26868290	-26868241	-26863495
LTR_retrotransposon	Mands_v1_LTR_retrotransposon141	chr1	+	27152422	27156737	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	26977024	-26981388	-26981339	-26977073	26977024	-26981388	-26981339	-26977073
LTR_retrotransposon	Mands_v1_LTR_retrotransposon142	chr1	-	27360295	27365053	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	27184897	-27189704	-27189655	-27184946	27184897	-27189704	-27189655	-27184946
LTR_retrotransposon	Mands_v1_LTR_retrotransposon143	chr1	-	27495604	27501603	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	27320206	-27326254	-27326205	-27320255	27320206	-27326254	-27326205	-27320255
LTR_retrotransposon	Mands_v1_LTR_retrotransposon144	chr1	+	27903578	27908393	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	27728180	-27733044	-27732995	-27728229	27728180	-27733044	-27732995	-27728229
LTR_retrotransposon	Mands_v1_LTR_retrotransposon145	chr1	-	27941984	27947233	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	27766586	-27771884	-27771835	-27766635	27766586	-27771884	-27771835	-27766635
LTR_retrotransposon	Mands_v1_LTR_retrotransposon146	chr1	-	28243494	28249015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28068096	-28073666	-28073617	-28068145	28068096	-28073666	-28073617	-28068145
LTR_retrotransposon	Mands_v1_LTR_retrotransposon147	chr1	+	28350395	28358410	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28174997	-28183061	-28183012	-28175046	28174997	-28183061	-28183012	-28175046
LTR_retrotransposon	Mands_v1_LTR_retrotransposon148	chr1	-	28600561	28616789	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28425163	-28441440	-28441391	-28425212	28425163	-28441440	-28441391	-28425212
LTR_retrotransposon	Mands_v1_LTR_retrotransposon149	chr1	-	28703465	28708423	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28528067	-28533074	-28533025	-28528116	28528067	-28533074	-28533025	-28528116
LTR_retrotransposon	Mands_v1_LTR_retrotransposon151	chr1	-	29044386	29049667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28868988	-28874318	-28874269	-28869037	28868988	-28874318	-28874269	-28869037
LTR_retrotransposon	Mands_v1_LTR_retrotransposon152	chr1	-	29054072	29058836	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28878674	-28883487	-28883438	-28878723	28878674	-28883487	-28883438	-28878723
LTR_retrotransposon	Mands_v1_LTR_retrotransposon153	chr1	+	29658282	29667508	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	29482884	-29492159	-29492110	-29482933	29482884	-29492159	-29492110	-29482933
LTR_retrotransposon	Mands_v1_LTR_retrotransposon154	chr1	-	30038206	30043957	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	29862808	-29868608	-29868559	-29862857	29862808	-29868608	-29868559	-29862857
LTR_retrotransposon	Mands_v1_LTR_retrotransposon156	chr1	-	30720281	30726195	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30544883	-30550846	-30550797	-30544932	30544883	-30550846	-30550797	-30544932
LTR_retrotransposon	Mands_v1_LTR_retrotransposon157	chr1	-	30776225	30785641	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30600827	-30610292	-30610243	-30600876	30600827	-30610292	-30610243	-30600876
LTR_retrotransposon	Mands_v1_LTR_retrotransposon158	chr1	-	32290091	32300649	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	32114693	-32125300	-32125251	-32114742	32114693	-32125300	-32125251	-32114742
LTR_retrotransposon	Mands_v1_LTR_retrotransposon159	chr1	+	32480815	32486201	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	32305417	-32310852	-32310803	-32305466	32305417	-32310852	-32310803	-32305466
LTR_retrotransposon	Mands_v1_LTR_retrotransposon161	chr1	+	33338495	33347260	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	33163097	-33171911	-33171862	-33163146	33163097	-33171911	-33171862	-33163146
LTR_retrotransposon	Mands_v1_LTR_retrotransposon162	chr1	-	34203933	34214687	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34028535	-34039338	-34039289	-34028584	34028535	-34039338	-34039289	-34028584
LTR_retrotransposon	Mands_v1_LTR_retrotransposon163	chr1	+	34215979	34222314	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34040581	-34046965	-34046916	-34040630	34040581	-34046965	-34046916	-34040630
LTR_retrotransposon	Mands_v1_LTR_retrotransposon164	chr1	+	34282303	34289807	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34106905	-34114458	-34114409	-34106954	34106905	-34114458	-34114409	-34106954
LTR_retrotransposon	Mands_v1_LTR_retrotransposon166	chr1	+	34536132	34540992	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34360734	-34365643	-34365594	-34360783	34360734	-34365643	-34365594	-34360783
LTR_retrotransposon	Mands_v1_LTR_retrotransposon167	chr1	-	34606114	34610320	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34430716	-34434971	-34434922	-34430765	34430716	-34434971	-34434922	-34430765
LTR_retrotransposon	Mands_v1_LTR_retrotransposon168	chr1	-	34865022	34872121	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34689624	-34696772	-34696723	-34689673	34689624	-34696772	-34696723	-34689673
LTR_retrotransposon	Mands_v1_LTR_retrotransposon170	chr1	+	36077169	36081439	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	35901771	-35906090	-35906041	-35901820	35901771	-35906090	-35906041	-35901820
LTR_retrotransposon	Mands_v1_LTR_retrotransposon171	chr1	-	36273378	36293795	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	36097980	-36118446	-36118397	-36098029	36097980	-36118446	-36118397	-36098029
LTR_retrotransposon	Mands_v1_LTR_retrotransposon172	chr1	-	36346306	36350516	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	36170908	-36175167	-36175118	-36170957	36170908	-36175167	-36175118	-36170957
LTR_retrotransposon	Mands_v1_LTR_retrotransposon173	chr1	-	36405014	36412074	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	36229616	-36236725	-36236676	-36229665	36229616	-36236725	-36236676	-36229665
LTR_retrotransposon	Mands_v1_LTR_retrotransposon174	chr1	+	37371889	37376432	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	37196491	-37201083	-37201034	-37196540	37196491	-37201083	-37201034	-37196540
LTR_retrotransposon	Mands_v1_LTR_retrotransposon175	chr1	-	38531128	38536659	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	38355730	-38361310	-38361261	-38355779	38355730	-38361310	-38361261	-38355779
